resourceid,resourcename,resourceorganization,resourcetypeabbr,scheduledays,resourcetitle,ratecategory,step,rate_regular,rate_regular_night,rate_regular_sunday,rate_regular_sunday_night, rate_overtime, rate_overtime_night, rate_overtime_sunday_night
829-46-7083,"Thigpen, Connie ES OFC",6,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
845-00-3400,"Glover, Lloyd ES OFC/T",6,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
847-03-7982,"Soto, Bruce ES OFC",6,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
857-23-8707,"Crawford, Peter ES OFC/T",6,INT,Sat - Wed,Officer/Tech,LE-1T,11,45.09,49.6,56.36,60.87,67.64,72.14,83.42
859-75-1989,"Sweetin, Carolyn ES OFC",6,INT,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
859-75-7059,"Dion, Abel ES OFC",6,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
894-67-7629,"Derise, Shane ES OFC",6,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
928-27-2213,"Boyce, Ferdinand ES OFC",6,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
958-41-0943,"Downing, Fritz ES OFC",6,PSS,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
960-64-9956,"Duden, Irving ES OFC/T",6,PSS,Wed - Sun,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
962-67-3314,"Harkenreader, Kurtis ES OFC",6,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
975-08-0307,"Hoover, Berry ES OFC",6,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
975-82-0896,"Neyaci, Homer ES OFC/T",6,PSS,Wed - Sun,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
992-71-7397,"Hood, Ida ES OFC",6,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
005-27-2215,"Pace, Darrin ES OFC",7,PSS,Wed - Sun,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
020-93-7548,"Likes, Dorothy ES OFC",7,PSS,Wed - Sun,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
095-52-9440,"Oneal, Kieth ES OFC",7,PSS,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
118-50-6383,"Gonzalez, Martha ES OFC",7,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
120-36-9826,"Medi, Rose ES OFC",7,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
129-71-9024,"Fox, Roberta ES OFC",7,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
140-66-7100,"Mayes, Porfirio ES OFC",7,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
158-15-2933,"Camacho, Humberto ES OFC",7,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
166-63-5299,"Gray, Jason ES OFC",7,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
232-08-9836,"Maloney, Donn ES OFC",7,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
234-65-5366,"Baquiran, Cedric ES OFC/T",7,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
237-45-4306,"Branch, Dana ES OFC",7,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
245-20-4367,"Shrader, Emily ES OFC/T",7,PSS,Mon - Fri,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
287-18-1486,"Leblanc, Cedrick ES OFC",7,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
293-57-9034,"Torrey, Todd ES OFC/T",7,PSS,Mon - Fri,Officer/Tech,LE-1T,10,43.39,47.73,54.24,58.58,65.09,69.42,80.27
294-88-9485,"Mitchell, Luis ES SGT",7,RADIO,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
295-58-6586,"Atma, Winston ES OFC",7,INT,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
314-32-7975,"Swartz, Frederick ES OFC",7,PSS,Wed - Sun,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
387-11-2689,"Vankleeck, Steve ES OFC",7,PSS,Wed - Sun,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
394-54-6114,"Portner, Mohammad ES OFC",7,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
430-94-1797,"Coates, Shane ES OFC",7,PSS,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
497-13-2667,"Rancatti, Pasquale ES OFC",7,PSS,Wed - Sun,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
498-67-1296,"Nocito, Loretta ES OFC/T",7,PSS,Mon - Fri,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
529-78-5698,"Stay, Carey ES OFC/T",7,PSS,Sat - Wed,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
548-17-6661,"Frankenstein, Oscar ES OFC",7,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
654-68-4469,"Jackson, Jeremy ES OFC",7,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
664-49-4521,"Bishop, George ES OFC/T",7,PSS,Mon - Fri,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
670-39-4002,"Cayer, Aubrey ES OFC/T",7,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
684-55-8457,"Dawson, Jeffrey ES OFC",7,PSS,Wed - Sun,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
703-96-9544,"Hubbard, Barry ES OFC",7,RADIO,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
705-34-4640,"Roe, Larry ES OFC",7,INT,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
719-92-8066,"Curtis, Adam ES OFC",7,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
744-98-1358,"Siravo, Tommie ES OFC",7,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
806-92-4451,"Tanksley, Eddie ES OFC",7,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
860-30-9124,"Geldmacher, Christina ES OFC",7,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
899-18-9463,"Rivera, Mitchel ES OFC",7,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
911-56-8995,"Burlock, Noel ES OFC",7,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
922-57-4770,"Flores, Scott ES OFC",7,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
926-15-5393,"Richards, Christopher ES SGT",7,INT,Sat - Wed,Sergeant,LE-4,13,52.59,57.85,65.73,70.99,78.88,84.14,97.29
994-84-5697,"Gessel, Logan ES OFC",7,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
036-12-4557,"Misenheimer, Tony ES OFC",8,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
040-38-9036,"Prim, Eli ES OFC",8,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
067-76-4870,"Gorri, Julio ES OFC",8,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
074-18-1763,"Vila, Rod ES OFC",8,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
117-35-7247,"Mueller, Cortez ES OFC/T",8,PSS,Wed - Sun,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
191-83-0434,"Weber, Jacob ES OFC",8,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
207-69-2958,"Harris, Michael ES OFC",8,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
244-74-9887,"Vlach, Felipe ES OFC",8,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
261-27-5788,"Depippo, Gloria ES OFC/T",8,PSS,Mon - Fri,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
270-29-0572,"Hoenstine, Todd ES OFC",8,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
286-38-5362,"Dwaileebe, Domingo ES OFC",8,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
291-88-2623,"Durette, Donna ES SGT",8,PSS,Mon - Fri,Sergeant,LE-4,12,50.75,55.83,63.44,68.51,76.13,81.2,93.89
301-16-7624,"Lane, Kathryn ES SGT",8,PSS,Mon - Fri,Sergeant,LE-4,6,39.74,43.71,49.68,53.65,59.61,63.58,73.52
319-67-8573,"Instasi, Jeanette ES OFC/T",8,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
351-67-7891,"Antonellis, Nathan ES OFC/T",8,PSS,Mon - Fri,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
429-66-9895,"Saines, Gilbert ES SGT/T",8,PSS,Sat - Wed,Sergeant/Tech,LE-4T,8,46.02,50.62,57.52,62.12,69.02,73.62,85.13
457-60-4101,"Fitzgerald, Franklin ES OFC",8,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
458-29-7065,"Collier, Marion ES OFC/T",8,INT,Sat - Wed,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
494-67-1800,"Berg, Monte ES SGT",8,PSS,Mon - Fri,Sergeant,LE-4,4,36.07,39.68,45.09,48.69,54.11,57.71,66.73
499-60-5980,"Chase, Sherry ES SGT",8,PSS,Sat - Wed,Sergeant,LE-4,10,47.08,51.79,58.85,63.56,70.62,75.33,87.1
531-53-7273,"Thanasouk, Jackie ES OFC",8,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
533-91-9271,"Lott, Jefferson ES OFC",8,RADIO,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
553-70-8500,"Ryser, Robin ES OFC",8,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
616-88-2795,"Hall, Donald ES OFC",8,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
646-89-1679,"Hines, Eddie ES OFC",8,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
704-52-0796,"Strattman, Evan ES SGT",8,INT,Sat - Wed,Sergeant,LE-4,9,45.25,49.77,56.56,61.08,67.87,72.39,83.71
751-40-7121,"Duncan, Jane ES OFC/T",8,PSS,Mon - Fri,Officer/Tech,LE-1T,7,38.32,42.15,47.9,51.73,57.48,61.31,70.89
773-77-7734,"Fowler, Diane ES OFC/T",8,PSS,Sat - Wed,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
803-49-9686,"Mccright, Moises ES OFC",8,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
817-07-9151,"Rangel, Bonnie ES OFC",8,PSS,Wed - Sun,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
887-60-4715,"Harvey, Deborah ES OFC",8,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
896-12-8295,"Michard, Efrain ES OFC",8,PSS,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
899-78-8515,"Dorey, Shane ES OFC/T",8,PSS,Mon - Fri,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
915-38-8367,"Blevins, Garland ES OFC",8,RADIO,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
944-86-0739,"Ingram, Andy ES OFC/T",8,PSS,Mon - Fri,Officer/Tech,LE-1T,7,38.32,42.15,47.9,51.73,57.48,61.31,70.89
952-40-5530,"Bertschy, Otis ES OFC",8,PSS,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
965-70-1966,"Batteen, Veronica ES OFC",8,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
973-77-5971,"Booker, Leandro ES OFC",8,PSS,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
006-98-3591,"Compton, Brock ES OFC",9,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
172-63-1623,"Willet, Wiley ES OFC",9,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
201-53-9611,"Steinauer, Floyd ES OFC",9,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
330-87-3966,"Desomma, Craig ES OFC",9,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
362-42-2218,"Iannalo, Jimmy ES OFC",9,INT,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
398-92-3013,"Bloomberg, Jack ES OFC",9,PSS,Wed - Sun,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
407-51-9333,"Drape, Guy ES OFC",9,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
416-45-0663,"Suniga, Kyle ES OFC",9,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
418-04-8116,"Sjoquist, Roosevelt ES OFC/T",9,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
421-32-2313,"Booth, Kristin ES OFC",9,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
463-03-9596,"Nelson, Bryan ES OFC",9,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
539-12-8898,"Peterson, Christopher ES SGT",9,PSS,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
546-87-0945,"Slater, Irwin ES OFC",9,Lead Advance,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
557-57-4774,"Fiedler, Kim ES OFC",9,PSS,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
573-22-3267,"Kaemmerer, Alice ES OFC",9,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
574-49-2168,"Chirino, Kristopher ES OFC",9,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
630-37-2275,"Becera, Nigel ES OFC",9,Lead Advance,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
632-32-8579,"Gonzales, Walter ES OFC",9,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
662-46-1797,"Spears, Lamont ES OFC",9,INT,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
686-03-2463,"Davila, Tyree ES SGT/T",9,PSS,Sat - Wed,Sergeant/Tech,LE-4T,7,44.07,48.48,55.09,59.49,66.11,70.51,81.53
690-02-7889,"Santillanez, Raphael ES OFC",9,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
716-87-1429,"Ramirez, Kenneth ES OFC",9,PSS,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
717-65-1272,"Bettencourt, Jody ES OFC",9,PSS,Wed - Sun,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
745-39-0818,"Miller, Benjamin ES OFC",9,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
751-48-4551,"Trent, Eugene ES OFC",9,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
767-60-6164,"Cipcic, Cindy ES OFC",9,PSS,Wed - Sun,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
775-71-3929,"Schopflin, Billie ES OFC",9,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
822-01-5983,"Diem, Hector ES OFC",9,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
868-45-8004,"Kelley, Lillian ES OFC/T",9,PSS,Sat - Wed,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
893-74-8884,"Rogers, Marvin ES OFC",9,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
911-40-8805,"Mcglumphy, Kelvin ES OFC",9,Lead Advance,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
919-99-2309,"Kennedy, Anita ES OFC",9,INT,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
937-69-9369,"Orr, Hobert ES OFC",9,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
991-97-7471,"Cruther, Alphonso ES OFC",9,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
738-74-2756,"Louve, Roger CIV OFC",9,PSS,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
043-81-9955,"Brod, Dean ES OFC/T",10,PSS,Wed - Sun,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
047-69-0145,"Scappaticci, Rusty ES OFC",10,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
055-63-6612,"Draudt, Garrett ES OFC",10,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
117-72-0230,"Bankowski, Reuben ES OFC",10,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
127-65-9121,"Worlie, Harlan ES OFC",10,PSS,Wed - Sun,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
133-29-4432,"Tutwiler, Gladys ES OFC",10,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
179-54-6183,"Carver, Bryon ES SGT",10,PSS,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
201-92-3781,"Clay, Jeremiah ES OFC",10,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
255-48-2737,"Tate, Micheal ES OFC",10,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
395-93-6143,"Boiser, Benny ES OFC",10,INT,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
432-82-1982,"Shetley, Ramon ES OFC",10,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
554-84-8168,"Velazquez, Cyrus ES OFC",10,INT,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
555-73-1662,"Sweeney, Tara ES OFC",10,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
709-08-1987,"Barrera, Bruno ES OFC",10,PSS,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
718-75-8285,"Ratana, Loretta ES OFC",10,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
730-29-6517,"Montezuma, Denis ES SGT",10,PSS,Mon - Fri,Sergeant,LE-4,9,45.25,49.77,56.56,61.08,67.87,72.39,83.71
735-02-3497,"Angelovich, Alan ES OFC",10,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
763-74-1171,"Capata, Freddy ES OFC",10,PSS,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
807-53-7477,"Creeks, Jared ES OFC",10,RADIO,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
826-34-0175,"Huggins, Ronnie ES SGT",10,PSS,Sat - Wed,Sergeant,LE-4,13,52.59,57.85,65.73,70.99,78.88,84.14,97.29
964-49-0299,"Cardenas, Harlan ES OFC",10,PSS,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
014-69-5088,"Giacomo, Clark ES OFC",11,PSS,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
026-98-1579,"Blaskovich, Chase ES OFC",11,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
053-81-2974,"Perkins, Katherine ES OFC/T",11,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
064-08-9645,"Klecker, Mildred ES OFC/T",11,PSS,Mon - Fri,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
068-81-0093,"Villot, Sandra ES OFC",11,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
240-78-2267,"Willmarth, Debra ES OFC",11,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
245-14-4102,"Hensley, Mose ES OFC",11,PSS,Wed - Sun,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
277-37-4862,"Larew, Al ES OFC",11,INT,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
351-54-3140,"Groves, Walter ES OFC",11,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
361-60-9966,"Winkels, Sidney ES OFC",11,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
402-15-4597,"Ayers, Darnell ES SGT/T",11,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
433-35-3013,"Blanton, Kieth ES OFC",11,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
471-54-9395,"Heppner, Gabriel ES OFC",11,INT,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
472-70-2643,"Commons, Stan ES OFC",11,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
503-12-3351,"Beirise, Leonardo ES OFC",11,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
555-36-5234,"Rhoda, Lamar ES OFC/T",11,PSS,Mon - Fri,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
630-06-3917,"Draggoo, Hans ES OFC",11,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
634-66-3534,"Guadalajara, Ashley ES OFC",11,PSS,Wed - Sun,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
644-73-6259,"Rodriguez, Christopher ES OFC/T",11,PSS,Wed - Sun,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
649-81-7107,"Mullen, Basil ES OFC/T",11,PSS,Sat - Wed,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
701-02-7465,"Lamb, Julian ES OFC",11,Lead Advance,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
703-49-9565,"Estes, Reynaldo ES OFC/T",11,PSS,Sat - Wed,Officer/Tech,LE-1T,7,38.32,42.15,47.9,51.73,57.48,61.31,70.89
716-27-9278,"Ellis, Terry ES OFC",11,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
751-76-4091,"Holliway, Herbert ES OFC",11,PSS,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
755-35-8258,"Addiego, Kristen ES OFC",11,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
843-01-5301,"Massey, Casey ES OFC",11,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
868-48-3893,"Beltran, Frank ES OFC",11,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
887-01-8054,"Gargiulo, Lester ES SGT/T",11,RADIO,Mon - Fri,Sergeant/Tech,LE-4T,12,53.79,59.17,67.24,72.62,80.69,86.07,99.51
906-34-9821,"James, Steven ES OFC/T",11,PSS,Wed - Sun,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
937-93-0937,"Rucker, Anibal ES OFC",11,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
989-04-8443,"Mullins, Jack ES OFC",11,PSS,Wed - Sun,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
